feat_1	feat_2	feat_3	feat_4	feat_5	feat_6	feat_7	feat_8	feat_9	feat_10	feat_11	feat_12	feat_13	feat_14	feat_15	feat_16	feat_17	feat_18	feat_19	feat_20	feat_21	feat_22	feat_23	feat_24	feat_25	feat_26	feat_27	feat_28	feat_29	feat_30	feat_31	feat_32	feat_33	feat_34	feat_35	feat_36	feat_37	feat_38	feat_39	feat_40	feat_41	feat_42	feat_43	feat_44	feat_45	feat_46	feat_47	feat_48	feat_49	feat_50	feat_51	feat_52	feat_53	feat_54	feat_55	feat_56	feat_57	feat_58	feat_59	feat_60	feat_61	feat_62	feat_63	feat_64	feat_65	feat_66	feat_67	feat_68	feat_69	feat_70	feat_71	feat_72	feat_73	feat_74	feat_75	feat_76	feat_77	feat_78	feat_79	feat_80	feat_81	feat_82	feat_83	feat_84	feat_85	feat_86	feat_87	feat_88	feat_89	feat_90	feat_91	feat_92	feat_93	target	id
1	1	0	0	0	0	0	0	0	0	10	0	0	4	0	1	0	0	0	1	0	0	1	16	0	1	4	0	0	0	1	4	0	0	0	2	1	0	1	2	0	1	1	0	0	0	0	3	0	0	0	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Class_6	"33182"
0	0	0	2	0	0	0	0	2	0	10	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	5	0	2	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	12	0	0	0	0	0	0	0	0	4	0	0	0	0	Class_6	"35193"
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	5	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	5	0	0	7	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	5	2	0	0	0	0	0	Class_6	"36448"
0	0	3	6	0	0	1	0	1	0	19	0	0	0	0	1	0	0	0	0	3	0	0	7	0	1	9	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	3	0	0	0	9	0	2	2	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	1	Class_6	"40609"
0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	8	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	Class_3	"20334"
0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1	0	3	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	12	0	2	0	0	0	1	3	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	5	0	Class_6	"44034"
0	0	0	0	0	0	0	7	2	0	0	0	5	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	1	1	0	10	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Class_9	"57060"
0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	0	0	0	1	0	4	0	0	0	0	0	4	1	1	9	0	0	0	3	0	0	0	4	0	0	0	0	0	2	2	0	0	1	0	0	0	0	Class_8	"54513"
0	0	0	0	0	0	0	0	2	0	0	0	1	4	1	2	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	1	0	0	1	0	0	0	28	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	Class_3	"23237"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Class_4	"28140"
0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	4	1	3	0	0	0	0	0	4	1	8	0	8	2	0	1	2	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	3	1	0	2	0	1	1	1	1	0	1	0	0	6	0	0	1	0	1	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	3	0	0	0	0	Class_6	"36598"
3	0	0	1	3	0	0	27	3	1	0	3	6	1	0	10	3	1	0	0	0	3	0	5	1	0	0	0	11	0	0	3	1	0	0	54	1	0	0	3	5	0	0	2	0	0	0	4	0	1	0	0	2	4	2	0	0	1	1	3	0	26	12	5	1	3	43	3	0	3	1	0	1	0	0	1	2	0	2	0	1	0	0	0	0	1	3	0	1	0	0	0	1	Class_9	"57786"
0	0	0	0	0	0	0	0	0	4	0	0	3	3	0	3	0	0	0	1	0	2	0	3	0	9	0	0	1	0	0	0	1	1	0	1	1	2	0	0	1	1	2	0	0	0	0	0	1	0	0	3	0	0	0	1	5	0	1	7	0	0	0	0	0	0	0	1	0	1	2	0	0	0	1	1	0	0	1	0	0	0	6	0	1	0	1	1	0	0	2	3	0	Class_6	"39862"
0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	Class_2	"9767"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_2	"11106"
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_8	"54218"
2	3	0	1	0	0	3	1	0	2	0	0	0	0	0	4	9	0	0	15	0	5	1	17	0	0	0	1	0	0	0	7	0	0	3	3	1	7	14	2	2	0	5	1	7	0	1	11	4	6	0	2	1	3	1	0	1	2	2	3	0	3	0	4	1	1	9	0	2	6	0	0	0	3	2	13	0	4	6	0	0	0	20	0	0	0	5	0	2	15	0	0	1	Class_7	"47310"
0	0	0	0	0	0	0	0	1	0	10	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	2	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	46	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_6	"45095"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_3	"25197"
0	0	1	2	0	0	0	1	1	5	1	0	1	3	0	3	1	0	0	4	2	0	3	5	1	2	1	0	1	0	5	6	0	4	4	2	0	10	19	2	0	1	2	8	15	2	0	1	2	1	0	0	2	4	0	2	0	1	0	2	0	3	1	2	0	0	4	0	0	9	0	0	0	3	2	1	0	0	0	1	3	0	0	0	3	0	0	1	3	1	0	0	0	Class_7	"46287"
0	1	2	2	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	1	0	0	0	0	0	3	0	0	2	0	0	16	1	1	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	Class_6	"42859"
0	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	Class_3	"22985"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_5	"29412"
2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Class_2	"6262"
0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Class_2	"17703"
0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_2	"6833"
0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_2	"17595"
4	0	0	0	0	0	0	0	0	0	0	0	5	0	1	3	0	0	0	0	1	3	0	0	2	1	1	0	0	0	0	2	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	3	0	0	0	0	6	1	0	0	0	2	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	12	0	0	0	0	0	0	2	0	0	1	0	0	0	0	Class_9	"59149"
0	1	12	7	0	0	0	0	0	1	14	0	0	0	0	1	0	0	0	0	0	3	0	4	0	1	10	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	6	0	0	1	0	0	8	0	11	0	2	0	10	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	Class_6	"31870"
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	3	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_9	"60083"
2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	3	0	4	2	0	0	0	1	0	1	1	0	0	0	1	1	2	0	0	2	0	0	1	0	0	7	0	0	0	0	0	0	2	2	0	0	0	0	2	0	3	0	2	0	1	2	2	1	1	18	0	0	0	0	0	0	0	2	0	0	0	0	2	1	1	1	0	0	0	0	0	0	Class_8	"51539"
2	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	4	2	1	0	2	6	0	0	0	0	0	0	4	0	0	0	0	1	2	0	0	0	0	0	0	0	11	0	2	0	1	6	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	Class_9	"60023"
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	27	0	0	2	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	Class_8	"49458"
0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Class_1	"270"
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Class_5	"29362"
0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	2	0	2	0	3	1	1	0	0	1	0	0	3	0	2	0	0	0	3	2	0	1	1	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	19	0	2	0	1	0	0	2	0	1	8	2	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	Class_7	"48431"
0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_2	"14420"
0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	1	2	0	0	0	1	0	3	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	Class_9	"61403"
0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	0	37	0	0	0	0	13	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Class_8	"55660"
2	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	6	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	4	0	0	1	1	0	0	1	0	0	0	0	10	0	0	0	0	0	0	5	0	1	0	1	0	1	0	Class_6	"33223"
2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	4	5	0	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Class_2	"2271"
3	1	0	0	0	0	6	0	0	1	0	0	1	0	0	3	0	1	0	6	0	3	0	8	0	0	1	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	2	0	0	1	1	0	0	0	0	3	2	1	1	0	1	0	0	0	2	0	1	1	2	8	0	1	2	1	0	0	0	2	18	0	12	0	0	0	0	4	0	0	1	3	1	1	1	0	0	0	Class_1	"1353"
1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	1	1	1	0	0	0	0	2	0	0	0	1	5	0	0	2	0	0	0	0	2	0	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	Class_4	"26418"
0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Class_2	"9773"
0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_9	"58471"
1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_2	"6699"
0	0	0	1	0	0	1	1	0	0	2	1	0	0	0	0	2	1	0	0	0	0	8	2	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	1	0	1	24	0	1	0	0	0	0	0	Class_7	"46545"
0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	1	0	3	0	3	5	0	0	0	0	0	0	1	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	Class_2	"5929"
0	0	0	0	0	1	0	2	0	0	0	0	2	4	14	1	1	1	0	1	0	0	0	11	1	0	0	0	0	0	0	5	0	3	0	1	2	2	39	0	0	0	0	0	57	0	2	8	0	3	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	19	0	0	5	1	0	3	0	5	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	Class_7	"48162"
0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Class_6	"44089"
0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	Class_6	"45369"
0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	8	1	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	6	0	0	2	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	4	0	10	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	3	2	0	0	0	0	Class_2	"15891"
0	0	1	0	0	0	2	3	0	0	0	0	0	6	0	0	6	0	0	5	0	3	0	7	2	0	1	0	0	0	0	3	1	0	0	2	0	0	1	2	0	0	0	1	0	0	0	0	2	4	0	0	0	3	1	0	0	0	4	1	0	3	1	1	0	0	3	1	0	7	5	1	6	0	3	1	0	1	1	1	1	0	1	0	2	3	9	0	0	1	0	0	0	Class_9	"57096"
3	0	0	0	0	0	1	0	0	16	0	0	1	5	0	1	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	3	2	0	0	0	1	5	0	0	0	2	1	6	0	0	2	4	1	1	0	0	2	0	0	1	1	2	3	0	1	0	2	1	0	2	0	0	0	0	0	0	3	0	0	0	1	0	1	9	0	5	1	1	0	0	0	Class_7	"46503"
0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	33	0	0	11	0	0	0	0	13	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	Class_9	"61528"
0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	Class_2	"5032"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Class_8	"49510"
0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	1	5	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	1	0	0	0	0	Class_3	"24084"
0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	2	2	0	0	0	5	3	0	0	0	0	0	0	8	0	0	0	1	2	1	4	0	1	0	0	1	1	0	1	5	0	6	0	0	2	0	0	1	0	1	0	0	0	0	0	11	0	1	8	0	0	6	0	0	1	1	0	1	0	0	0	0	0	0	1	0	3	8	0	0	0	0	0	0	0	Class_7	"46085"
1	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	Class_8	"50813"
0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	0	0	1	1	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	16	2	0	0	0	0	4	0	0	0	2	2	2	0	0	0	0	0	0	1	0	4	0	0	0	0	Class_8	"56038"
0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	5	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	15	1	1	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Class_3	"25147"
0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	1	0	1	0	0	1	0	2	0	0	0	0	3	1	0	2	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	1	Class_2	"10268"
0	0	7	2	0	0	0	0	0	0	6	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	Class_6	"42637"
0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Class_3	"18977"
0	0	0	0	0	0	2	0	2	0	0	0	0	6	1	2	1	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	8	0	0	0	3	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	1	1	6	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	0	0	0	1	0	Class_3	"22394"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Class_8	"53620"
0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Class_9	"58116"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_3	"23644"
